Producto,Unidad,Precio Productores,Existencia Inicial,Categoría,Productor,Ubicación,Precio Ciudad Silvestre,Margen
Espinaca baby,Domo 400gr,$50.00,50,Verdes,AGROELITE (FB: @AgroeliteMexico),Morelos,$71.00,0.7
Flor de Calabaza,Manojo,$25.00,40,Verdes,AGROELITE (FB: @AgroeliteMexico),Morelos,$36.00,0.7
Fresa,Domo 500gr,$19.71,60,Fruta,AGROELITE (FB: @AgroeliteMexico),Morelos,$28.00,0.7
Frijoles negros,Kilo (min 1/2k) ,$32.00,20,Granos y Semillas,AGROELITE (FB: @AgroeliteMexico),Morelos,$46.00,0.7
Guayaba,Kilo (min 1/2k) ,$15.00,40,Fruta,AGROELITE (FB: @AgroeliteMexico),Morelos,$21.00,0.7
Hinojo de Bulbo,Pieza,$38.00,40,Verdura,AGROELITE (FB: @AgroeliteMexico),Morelos,$54.00,0.7
Hongo Portobello,Domo 500gr,$60.27,30,Hongos,AGROELITE (FB: @AgroeliteMexico),Morelos,$86.00,0.7
Huitlacoche,Domo 500gr,$28.71,40,Hongos,AGROELITE (FB: @AgroeliteMexico),Morelos,$41.00,0.7
Jengibre,Kilo (min 1/4k) ,$45.00,10,Fruta,AGROELITE (FB: @AgroeliteMexico),Morelos,$64.00,0.7
Jitomate Saladette,Kilo (min 1/2k) ,$30.00,60,Verdura,AGROELITE (FB: @AgroeliteMexico),Morelos,$43.00,0.7
Limón Amarillo,Kilo (min 1/2k) ,$90.00,20,Fruta,AGROELITE (FB: @AgroeliteMexico),Morelos,$129.00,0.7
Limón Verde con semilla,Kilo (min 1/2k) ,$25.00,40,Fruta,AGROELITE (FB: @AgroeliteMexico),Morelos,$36.00,0.7
Mango Ataulfo,Kilo (min 1/2k) ,$22.00,60,Fruta,AGROELITE (FB: @AgroeliteMexico),Morelos,$31.00,0.7
Manzana,Kilo (min 1/2k) ,$27.00,40,Fruta,AGROELITE (FB: @AgroeliteMexico),Morelos,$39.00,0.7
Papa Alpha,Kilo (min 1/2k) ,$25.00,30,Verdura,AGROELITE (FB: @AgroeliteMexico),Morelos,$36.00,0.7
Pepino,Pieza,$12.50,50,Verdura,AGROELITE (FB: @AgroeliteMexico),Morelos,$18.00,0.7
Plátano Tabasco,Kilo (min 1/2k) ,$18.00,60,Fruta,AGROELITE (FB: @AgroeliteMexico),Morelos,$26.00,0.7
Te-Limón (Lemon-Grass),Manojo,$25.00,20,Verdes,AGROELITE (FB: @AgroeliteMexico),Morelos,$36.00,0.7
Tomate Cherry,Domo 250gr,$19.04,40,Verdura,AGROELITE (FB: @AgroeliteMexico),Morelos,$27.00,0.7
Tomate Verde,Kilo (min 1/2k) ,$20.00,20,Verdura,AGROELITE (FB: @AgroeliteMexico),Morelos,$29.00,0.7
Zarzamora,Domo 200gr,$63.04,40,Fruta,AGROELITE (FB: @AgroeliteMexico),Morelos,$90.00,0.7
Zetas,Domo 500gr,$23.27,30,Hongos,AGROELITE (FB: @AgroeliteMexico),Morelos,$33.00,0.7
Acedera,Manojo,$11.50,5,Verdes,EL JARDIN DEL AXOLOTE,CDMX,$16.00,0.7
"Flores Comestibles (20 piezas: mastuerzo, lavanda, hinojo, citronela, suspiros)",Pieza,$50.00,20,Verdes,EL JARDIN DEL AXOLOTE,CDMX,$71.00,0.7
HInojo de Hoja,Manojo,$11.50,10,Verdes,EL JARDIN DEL AXOLOTE,CDMX,$16.00,0.7
Lavanda,Manojo,$11.50,10,Verdes,EL JARDIN DEL AXOLOTE,CDMX,$16.00,0.7
Lechuga Mix (350 gr),Manojo,$11.50,17,Verdes,EL JARDIN DEL AXOLOTE,CDMX,$16.00,0.7
Mastuerzo (hoja),Manojo,$11.50,10,Verdes,EL JARDIN DEL AXOLOTE,CDMX,$16.00,0.7
Romero,Manojo,$11.50,10,Verdes,EL JARDIN DEL AXOLOTE,CDMX,$16.00,0.7
Ruda,Manojo,$11.50,20,Verdes,EL JARDIN DEL AXOLOTE,CDMX,$16.00,0.7
Toronjil,Manojo,$11.50,5,Verdes,EL JARDIN DEL AXOLOTE,CDMX,$16.00,0.7
"Rindswurst (carne de res condimentada, tiene notas de ajo y paprika y es ligeramente picante; producto no agroecológico) 4 salchichas, aprox 800gr",Pieza,$140.00,15,Proteínas,CELESTIAL (@salchichascelestial),CDMX,$200.00,0.7
"Salchichas Bratwurst (carne de cerdo con diez condimentos diferentes; producto no agroecológico) 4 salchichas, aprox 800gr",Pieza,$110.00,15,Proteínas,CELESTIAL (@salchichascelestial),CDMX,$157.00,0.7
"Salchichas Schubling (carne de cerdo molida fina y condimento ligero, consistencia blanda y esponjosa; producto no agroecológico) 4 salchichas, aprox 800gr",Pieza,$110.00,15,Proteínas,CELESTIAL (@salchichascelestial),CDMX,$157.00,0.7
"Weisswurst (carne de ternera, con notas de cebolla y perejil. Tiene color blanco, textura suave y se recomienda cocinar en agua caliente a fuego bajo; producto no agroecológivo) 4 salchichas, aprox 800gr",Pieza,$140.00,15,Proteínas,CELESTIAL (@salchichascelestial),CDMX,$200.00,0.7
"Aderezo de Cúrcuma y Eneldo: raíz de cúrcuma frescas, hojas de eneldo frescas, ajo, vinagre, aceite multigrano, sal marina y diecisiete especias (265ml)",Pieza,$90.00,30,Conservas,LA CUMBRE (FB: La Cumbre Conservas),CDMX,$129.00,0.7
"Chimichurri Especiado: perejil, aceite multigrano, ajo, sal marina, vinagre y diecisiete especias (235gr)",Pieza,$90.00,30,Conservas,LA CUMBRE (FB: La Cumbre Conservas),CDMX,$129.00,0.7
"Pasta de Habanero: habaneros, ajo, jugo de limones, vinagre, especias y sal marina (120ml)",Pieza,$50.00,30,Conservas,LA CUMBRE (FB: La Cumbre Conservas),CDMX,$71.00,0.7
"Pesto de Albahaca: albahaca, nuez pecana, almendras, aceite de oliva primera extracción en frío, ajo y sal marina (235gr)",Pieza,$90.00,30,Conservas,LA CUMBRE (FB: La Cumbre Conservas),CDMX,$129.00,0.7
"Pesto de Cilantro: cilantro, almendras, cacahuates, aceite de oliva primera extracción en frío, ajo y sal marina (235gr)",Pieza,$90.00,30,Conservas,LA CUMBRE (FB: La Cumbre Conservas),CDMX,$129.00,0.7
"Salsa Huérfana: chipotles tostados a la leña, ajo, aceite multigrano y sal marina (250gr)",Pieza,$90.00,30,Conservas,LA CUMBRE (FB: La Cumbre Conservas),CDMX,$129.00,0.7
Queso Mini Camembert,Pieza,$60.00,5,Lácteos,RANCHO 4 ENCINOS ( @ranchocuatroencinos),"Zacatlán, Puebla",$86.00,0.7
Queso Ricotta （250 gr）,Pieza,$80.00,8,Lácteos,RANCHO 4 ENCINOS ( @ranchocuatroencinos),"Zacatlán, Puebla",$114.00,0.7
Queso Ricotta Prensado （250 gr),Pieza,$80.00,8,Lácteos,RANCHO 4 ENCINOS ( @ranchocuatroencinos),"Zacatlán, Puebla",$114.00,0.7
Queso Tipo Manchego Fresco (250 gr),Pieza,$45.00,8,Lácteos,RANCHO 4 ENCINOS ( @ranchocuatroencinos),"Zacatlán, Puebla",$64.00,0.7
Queso Tipo Oaxaca (500gr),Pieza,$80.00,6,Lácteos,RANCHO 4 ENCINOS ( @ranchocuatroencinos),"Zacatlán, Puebla",$114.00,0.7
"Tortilla Mixta: amarilla, azul (1/2k empacadas al vacio)",Pieza,$18.00,40,Tortillería,MAIZAJO (@maizajo),CDMX,$26.00,0.7
Tostadas Comaleadas: cualquier color (15 piezas),Pieza,$25.00,20,Tortillería,MAIZAJO (@maizajo),CDMX,$36.00,0.7
"Cerveza Blanca de Maguey - IPA Blanca - 7% Alc. Vol. - cebada, miel de maguey, lúpulo, cascara de naranja agria, semilla de cilantro, levadura blanca.",Botella 355 ml,$40.00,96,Bebidas,MONSTRUO DE AGUA (@monstruo.de.agua) ,CDMX,$53.00,0.75
"Cerveza Sugoi - Clara - 5%Alc. Vol. - cebada, miel de maguey, jengibre, té limón, lúpulo, levadura.",Botella 355 ml,$40.00,96,Bebidas,MONSTRUO DE AGUA (@monstruo.de.agua) ,CDMX,$53.00,0.75
"Soda Probiótica Jengibre: jengibre fresco, te-verde y miel de caña orgánica fermentado con una levadura que genera ácidos orgánicos antioxidantes y una selección de 10 microorganismos benéficos. No es dulce; 20 calorías.",Botella 355 ml,$30.00,96,Bebidas,CHINAMPA(@chinampa.mx) ,CDMX,$40.00,0.75
Soda Probiótica Te-Verde: te verde y miel de caña orgánica fermentado con una levadura que genera ácidos orgánicos antioxidantes y una selección de 10 microorganismos benéficos. No es dulce; 20 calorías.,Botella 355 ml,$30.00,96,Bebidas,CHINAMPA(@chinampa.mx) ,CDMX,$40.00,0.75
Tintura madre de Cardamomo: aplica en gotas a bebidas o libremente en aderezos y platillos para aprovechar las cualidades aromáticas y medicinales de la hierba,Botella 30 ml,$100.00,20,Bebidas,CREATURAS BOTANICAS (@creaturasbotanicas),CDMX,$133.00,0.75
Tintura madre de Cedrón: aplica en gotas a bebidas o libremente en aderezos y platillos para aprovechar las cualidades aromáticas y medicinales de la hierba,Botella 30 ml,$100.00,20,Bebidas,CREATURAS BOTANICAS (@creaturasbotanicas),CDMX,$133.00,0.75
Tintura madre de Cempasúchil Silvestre: aplica en gotas a bebidas o libremente en aderezos y platillos para aprovechar las cualidades aromáticas y medicinales de la hierba,Botella 30 ml,$100.00,20,Bebidas,CREATURAS BOTANICAS (@creaturasbotanicas),CDMX,$133.00,0.75
Tintura madre de Curcuma: aplica en gotas a bebidas o libremente en aderezos y platillos para aprovechar las cualidades aromáticas y medicinales de la hierba,Botella 30 ml,$100.00,20,Bebidas,CREATURAS BOTANICAS (@creaturasbotanicas),CDMX,$133.00,0.75
Tintura madre de Equinacea: aplica en gotas a bebidas o libremente en aderezos y platillos para aprovechar las cualidades aromáticas y medicinales de la hierba,Botella 30 ml,$100.00,20,Bebidas,CREATURAS BOTANICAS (@creaturasbotanicas),CDMX,$133.00,0.75
Tintura madre de Gordolobo: aplica en gotas a bebidas o libremente en aderezos y platillos para aprovechar las cualidades aromáticas y medicinales de la hierba,Botella 30 ml,$100.00,20,Bebidas,CREATURAS BOTANICAS (@creaturasbotanicas),CDMX,$133.00,0.75
Tintura madre de Hoja de Higo: aplica en gotas a bebidas o libremente en aderezos y platillos para aprovechar las cualidades aromáticas y medicinales de la hierba,Botella 30 ml,$100.00,20,Bebidas,CREATURAS BOTANICAS (@creaturasbotanicas),CDMX,$133.00,0.75
Tintura madre de Hoja Santa: aplica en gotas a bebidas o libremente en aderezos y platillos para aprovechar las cualidades aromáticas y medicinales de la hierba,Botella 30 ml,$100.00,20,Bebidas,CREATURAS BOTANICAS (@creaturasbotanicas),CDMX,$133.00,0.75
Tintura madre de Jengibre Fresco: aplica en gotas a bebidas o libremente en aderezos y platillos para aprovechar las cualidades aromáticas y medicinales de la hierba,Botella 30 ml,$100.00,20,Bebidas,CREATURAS BOTANICAS (@creaturasbotanicas),CDMX,$133.00,0.75
Tintura madre de Toronjil: aplica en gotas a bebidas o libremente en aderezos y platillos para aprovechar las cualidades aromáticas y medicinales de la hierba,Botella 30 ml,$100.00,20,Bebidas,CREATURAS BOTANICAS (@creaturasbotanicas),CDMX,$133.00,0.75
"Té Manzanilla-Lavanda: flores de manzanilla y lavanda (bolsa 30 gr, 15-18 tazas)",Pieza,$87.50,3,Bebidas,OHA (@oha.mx),CDMX,$125.00,0.7
"Té Masala Chai: té negro, jengibre, canela, clavo, cardamomo y cacao (bolsa de 50 gr, 20-25 tazas)",Pieza,$112.00,3,Bebidas,OHA (@oha.mx),CDMX,$160.00,0.7
"Té Verde-Limón: té verde (sencha), zacate limón y hierbabuena (bolsa de 50 gr, 20-25 tazas)",Pieza,$112.00,3,Bebidas,OHA (@oha.mx),CDMX,$160.00,0.7
"Baguette (200gr): agua, sal, harina de trigo, masa madre",Pieza,$20.00,30,Panadería,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$29.00,0.7
Dulce de leche (235 ml),Pieza,$80.00,10,Conservas,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$114.00,0.7
"Hogaza (pan de campo 450gr): agua, harina de trigo, sal, masa madre",Pieza,$35.00,50,Panadería,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$50.00,0.7
Mermelada de Cebolla (235 ml),Pieza,$65.00,10,Conservas,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$93.00,0.7
Mermelada de Fresa (235 ml),Pieza,$70.00,10,Conservas,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$100.00,0.7
Mermelada de Jitomate (235 ml),Pieza,$65.00,10,Conservas,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$93.00,0.7
Mermelada de Manzana (235 ml),Pieza,$80.00,10,Conservas,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$114.00,0.7
Mermelada de Naranja (235 ml),Pieza,$45.00,10,Conservas,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$64.00,0.7
Mermelada de Piña,Pieza,$60.00,10,Conservas,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$86.00,0.7
"Pan de caja (750gr): leche, huevo, mantequilla, harina de trigo, azúcar, sal, levadura",Pieza,$65.00,20,Panadería,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$93.00,0.7
Pan de masa madre con granos de café y chocolate (250gr),Pieza,$60.00,20,Panadería,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$86.00,0.7
"Pasta Fresca Fettuccini (500gr): agua, semolina, harina de trigo, huevo, aceite, sal, levadura",Pieza,$50.00,20,Panadería,PARRILLA PARAISO ( @parrillaparaiso),CDMX,$71.00,0.7
Bombones hechos en casa 160g ,Pieza,$80.00,8,Pastelería y Postres,SAHUMERIO (@sahumeriocatering),CDMX,$114.00,0.7
Bombones hechos en casa de Lavanda 160g ,Pieza,$80.00,4,Pastelería y Postres,SAHUMERIO (@sahumeriocatering),CDMX,$114.00,0.7
Mermelada de Guayaba 8 onz,Pieza,$80.00,4,Pastelería y Postres,SAHUMERIO (@sahumeriocatering),CDMX,$114.00,0.7
Monkeybutter 8 onz,Pieza,$80.00,2,Pastelería y Postres,SAHUMERIO (@sahumeriocatering),CDMX,$114.00,0.7
"Barras de cereales - Paquetes de 5 - 160gr (VEGAN: arroz, avena, avellana, nuez corazon, arrandano, almendras, cacahuates, datiles) ",Pieza,$125.00,4,Pastelería y Postres,ELSA,CDMX,$179.00,0.7
"Madeleines naturales y de chocolate - Paquetes de 6 (harina, mantequilla, azucar, miel, extracto de naranja amarga, huevo, bicarbonato de sodio, leche, cacao)",Pieza,$90.00,10,Pastelería y Postres,ELSA,CDMX,$129.00,0.7
"Panqué de limon amarillo con chia - 900gr (harina, mantequilla, azucar, limon amarillo, bicarbinato de sodio, chia, huevo)",Pieza,$250.00,3,Pastelería y Postres,ELSA,CDMX,$333.00,0.75
"Panqué de Mamey con platano - 650gr (harina, mantequilla, mascabado, mamey, platano, bicarbonato de sodio, sal, huevos)",Pieza,$160.00,10,Pastelería y Postres,ELSA,CDMX,$229.00,0.7
Café en grano: Dark Side of the Fruit (250g),Pieza,$135.00,25,Bebidas,CUCURUCHO @cucuruchocafe,CDMX,$193.00,0.7
Café en grano: Veracruz (250g),Pieza,$135.00,25,Bebidas,CUCURUCHO @cucuruchocafe,CDMX,$193.00,0.7
Cafe en grano: Mezcla de la Casa (250g),Pieza,$110.00,25,Bebidas,CUCURUCHO @cucuruchocafe,CDMX,$157.00,0.7
Tapa Boca,Pieza,$80.00,15,Salud,CELIA ( @celiavermicelli),CDMX,$114.00,0.7
"Canasta Pendiente (donación de una depensa para familias en comunidades marginadas, incluye frutas, verduras y granos)",Pieza,$154.00,10,Apoyo solidario,PROYECTO CANASTA PENDIENTE,CDMX,$200.00,0.77
